Time,Temperature(C),Deviation(mK),Current(mA)
0.01:25:19.336,24,998,-2,90
0.01:25:20.489,25,002,2,97
0.01:25:21.626,24,999,-1,96
0.01:25:22.779,25,002,2,94
0.01:25:23.931,24,997,-3,96
0.01:25:25.068,25,001,1,98
0.01:25:26.221,25,001,1,93
0.01:25:27.374,24,999,-1,94
0.01:25:28.512,24,999,-1,96
0.01:25:29.664,24,999,-1,91
0.01:25:30.817,24,998,-2,92
0.01:25:31.953,24,999,-1,92
0.01:25:33.106,25,0,93
0.01:25:34.259,24,999,-1,94
0.01:25:35.396,24,999,-1,95
0.01:25:36.549,25,003,3,98
0.01:25:37.702,25,0,98
0.01:25:38.839,25,001,1,96
0.01:25:39.991,24,998,-2,91
0.01:25:41.144,24,999,-1,92
0.01:25:42.281,24,998,-2,93
0.01:25:43.434,25,001,1,87
0.01:25:44.587,25,0,89
0.01:25:45.724,24,996,-4,89
0.01:25:46.877,24,996,-4,84
0.01:25:48.029,24,998,-2,90
0.01:25:49.166,25,001,1,90
0.01:25:50.319,25,002,2,91
0.01:25:51.472,25,005,5,95
0.01:25:52.609,25,001,1,92
0.01:25:53.762,25,001,1,94
0.01:25:54.915,25,004,4,95
0.01:25:56.051,25,001,1,94
0.01:25:57.204,25,0,94
0.01:25:58.357,25,002,2,95
0.01:25:59.494,25,001,1,93
0.01:26:00.647,24,999,-1,96
0.01:26:01.800,24,997,-3,94
0.01:26:02.937,25,0,93
0.01:26:04.089,24,997,-3,88
0.01:26:05.242,25,002,2,91
0.01:26:06.379,24,999,-1,89
0.01:26:07.532,24,996,-4,88
0.01:26:08.685,24,995,-5,87
0.01:26:09.822,24,998,-2,89
0.01:26:10.974,24,999,-1,85
0.01:26:12.127,25,001,1,89
0.01:26:13.264,25,0,91
0.01:26:14.417,24,999,-1,91
0.01:26:15.554,25,0,90
0.01:26:16.707,25,002,2,95
0.01:26:17.860,25,003,3,94
0.01:26:18.997,25,002,2,93
0.01:26:20.149,24,997,-3,88
0.01:26:21.302,24,999,-1,90
0.01:26:22.439,24,998,-2,89
0.01:26:23.592,25,001,1,89
0.01:26:24.745,24,999,-1,87
0.01:26:25.882,24,997,-3,88
0.01:26:27.034,25,001,1,92
0.01:26:28.187,25,002,2,94
0.01:26:29.324,24,997,-3,90
0.01:26:30.477,25,001,1,92
0.01:26:31.630,25,0,94
0.01:26:32.767,25,001,1,93
0.01:26:33.920,25,0,90
0.01:26:35.072,25,002,2,90
0.01:26:36.209,24,997,-3,91
0.01:26:37.361,24,999,-1,90
0.01:26:38.515,25,0,90
0.01:26:39.651,24,997,-3,88
0.01:26:40.804,24,995,-5,88
0.01:26:41.957,24,999,-1,89
0.01:26:43.093,24,998,-2,88
0.01:26:44.247,25,0,88
0.01:26:45.399,24,997,-3,90
0.01:26:46.536,25,001,1,89
0.01:26:47.690,25,0,84
0.01:26:48.842,25,002,2,89
0.01:26:49.980,24,999,-1,89
0.01:26:51.131,25,002,2,89
0.01:26:52.285,25,002,2,88
0.01:26:53.421,25,0,91
0.01:26:54.574,25,002,2,91
0.01:26:55.727,25,001,1,89
0.01:26:56.864,25,003,3,92
0.01:26:58.016,25,002,2,90
0.01:26:59.169,25,001,1,90
0.01:27:00.306,25,0,88
0.01:27:01.459,25,0,90
0.01:27:02.612,25,002,2,90
0.01:27:03.749,24,996,-4,84
0.01:27:04.902,24,997,-3,89
0.01:27:06.055,25,0,88
0.01:27:07.191,25,001,1,89
0.01:27:08.344,25,0,91
0.01:27:09.497,25,0,89
0.01:27:10.634,25,002,2,89
0.01:27:11.787,25,003,3,95
0.01:27:12.940,25,006,6,98
0.01:27:14.077,24,999,-1,90
0.01:27:15.229,25,006,6,96
0.01:27:16.382,25,003,3,96
0.01:27:17.519,25,003,3,97
0.01:27:18.672,25,003,3,97
0.01:27:19.825,24,998,-2,92
0.01:27:20.962,24,998,-2,91
0.01:27:22.115,24,998,-2,90
0.01:27:23.267,24,998,-2,86
0.01:27:24.404,25,001,1,92
0.01:27:25.557,25,0,93
0.01:27:26.710,24,998,-2,85
0.01:27:27.847,25,001,1,90
0.01:27:29.000,24,997,-3,89
0.01:27:30.153,25,0,88
0.01:27:31.289,25,0,96
0.01:27:32.442,25,004,4,92
0.01:27:33.595,25,001,1,90
0.01:27:34.732,24,996,-4,88
0.01:27:35.885,25,002,2,90
0.01:27:37.038,25,001,1,91
0.01:27:38.175,25,002,2,94
0.01:27:39.327,24,998,-2,88
0.01:27:40.480,24,999,-1,85
0.01:27:41.617,24,998,-2,87
0.01:27:42.770,25,001,1,91
0.01:27:43.923,25,0,92
0.01:27:45.060,24,998,-2,88
0.01:27:46.213,25,001,1,87
0.01:27:47.365,25,0,90
0.01:27:48.502,25,001,1,90
0.01:27:49.655,25,002,2,89
0.01:27:50.808,25,0,89
0.01:27:51.945,25,001,1,91
0.01:27:53.098,25,001,1,94
0.01:27:54.251,25,0,93
0.01:27:55.387,25,001,1,89
0.01:27:56.540,25,0,89
0.01:27:57.693,25,001,1,90
0.01:27:58.830,25,0,90
0.01:27:59.983,24,999,-1,90
0.01:28:01.136,25,0,91
0.01:28:02.273,24,999,-1,93
0.01:28:03.425,24,997,-3,87
0.01:28:04.578,25,0,90
0.01:28:05.715,24,999,-1,86
0.01:28:06.868,25,001,1,90
0.01:28:08.021,25,0,91
0.01:28:09.158,24,999,-1,88
0.01:28:10.310,25,001,1,90
0.01:28:11.462,24,999,-1,88
0.01:28:12.599,25,001,1,93
0.01:28:13.753,25,001,1,93
0.01:28:14.906,24,999,-1,94
0.01:28:16.042,24,998,-2,91
0.01:28:17.196,24,999,-1,88
0.01:28:18.349,25,0,87
0.01:28:19.484,25,002,2,91
0.01:28:20.638,25,003,3,90
0.01:28:21.790,25,001,1,91
0.01:28:22.927,25,003,3,94
0.01:28:24.080,25,001,1,94
0.01:28:25.233,25,0,89
0.01:28:26.370,25,004,4,96
0.01:28:27.523,25,005,5,97
0.01:28:28.676,25,001,1,98
0.01:28:29.812,25,001,1,96
0.01:28:30.965,25,001,1,92
0.01:28:32.118,25,0,95
0.01:28:33.255,25,004,4,97
0.01:28:34.407,25,0,93
0.01:28:35.560,25,002,2,95
0.01:28:36.698,25,002,2,99
0.01:28:37.850,25,002,2,92
0.01:28:39.003,25,002,2,98
0.01:28:40.140,24,998,-2,97
0.01:28:41.293,25,002,2,94
0.01:28:42.446,25,002,2,94
0.01:28:43.582,25,003,3,99
0.01:28:44.735,25,002,2,99
0.01:28:45.888,25,001,1,99
0.01:28:47.025,24,999,-1,96
0.01:28:48.178,24,999,-1,95
0.01:28:49.331,25,002,2,99
0.01:28:50.468,24,999,-1,96
0.01:28:51.620,24,996,-4,95
0.01:28:52.773,25,003,3,101
0.01:28:53.910,25,002,2,100
0.01:28:55.063,25,0,99
0.01:28:56.216,25,001,1,102
0.01:28:57.353,24,999,-1,96
0.01:28:58.506,25,002,2,100
0.01:28:59.658,25,001,1,92
0.01:29:00.795,25,001,1,99
0.01:29:01.948,25,001,1,94
0.01:29:03.101,25,002,2,94
0.01:29:04.238,24,999,-1,96
0.01:29:05.391,24,999,-1,96
0.01:29:06.544,25,0,96
0.01:29:07.680,24,998,-2,96
0.01:29:08.833,24,998,-2,93
0.01:29:09.986,25,0,95
0.01:29:11.123,25,0,93
0.01:29:12.276,24,999,-1,94
0.01:29:13.413,24,997,-3,91
0.01:29:14.565,24,997,-3,91
0.01:29:15.718,24,998,-2,93
0.01:29:16.855,25,0,90
0.01:29:18.008,25,002,2,96
0.01:29:19.161,24,999,-1,91
0.01:29:20.298,24,999,-1,91
0.01:29:21.451,25,001,1,94
0.01:29:22.603,25,002,2,96
0.01:29:23.740,25,001,1,95
0.01:29:24.893,24,996,-4,91
0.01:29:26.046,25,0,97
0.01:29:27.183,25,0,94
0.01:29:28.336,25,006,6,98
0.01:29:29.489,25,004,4,99
0.01:29:30.625,25,003,3,98
0.01:29:31.778,25,0,99
0.01:29:32.931,24,998,-2,94
0.01:29:34.068,24,999,-1,95
0.01:29:35.221,25,002,2,95
0.01:29:36.374,24,998,-2,98
0.01:29:37.511,25,001,1,91
0.01:29:38.662,25,001,1,95
0.01:29:39.816,24,998,-2,92
0.01:29:40.953,24,998,-2,91
0.01:29:42.105,25,0,98
0.01:29:43.259,25,0,97
0.01:29:44.396,25,002,2,99
0.01:29:45.548,25,004,4,99
0.01:29:46.700,25,001,1,95
0.01:29:47.837,25,001,1,95
0.01:29:48.991,24,998,-2,94
0.01:29:50.144,25,001,1,97
0.01:29:51.281,24,999,-1,93
0.01:29:52.434,25,0,98
0.01:29:53.587,24,998,-2,98
0.01:29:54.722,25,001,1,97
0.01:29:55.875,25,0,98
0.01:29:57.028,25,0,94
0.01:29:58.165,25,0,95
0.01:29:59.318,25,002,2,95
0.01:30:00.471,24,999,-1,97
0.01:30:01.608,25,0,97
0.01:30:02.760,24,999,-1,98
0.01:30:03.913,25,0,101
0.01:30:05.050,24,998,-2,100
0.01:30:06.203,24,997,-3,93
0.01:30:07.356,24,998,-2,93
0.01:30:08.493,24,996,-4,95
0.01:30:09.646,25,001,1,94
0.01:30:10.798,25,001,1,97
0.01:30:11.935,25,0,94
0.01:30:13.088,25,004,4,98
0.01:30:14.241,25,001,1,101
0.01:30:15.378,24,998,-2,98
0.01:30:16.531,25,003,3,100
0.01:30:17.684,25,004,4,101
0.01:30:18.820,24,999,-1,99
0.01:30:19.973,25,002,2,102
0.01:30:21.126,25,002,2,102
0.01:30:22.264,25,0,99
0.01:30:23.416,24,995,-5,93
0.01:30:24.569,25,0,99
0.01:30:25.706,25,0,104
0.01:30:26.858,25,001,1,102
0.01:30:28.011,25,003,3,104
0.01:30:29.148,25,002,2,101
0.01:30:30.301,24,998,-2,99
0.01:30:31.454,25,001,1,98
0.01:30:32.591,24,999,-1,98
0.01:30:33.744,25,001,1,99
0.01:30:34.896,24,997,-3,98
0.01:30:36.033,24,994,-6,92
0.01:30:37.186,24,997,-3,95
0.01:30:38.339,24,997,-3,92
0.01:30:39.476,24,999,-1,94
0.01:30:40.629,24,998,-2,94
0.01:30:41.781,24,998,-2,95
0.01:30:42.918,25,001,1,99
0.01:30:44.071,25,004,4,98
0.01:30:45.224,25,001,1,97
0.01:30:46.361,24,998,-2,98
0.01:30:47.514,25,002,2,97
0.01:30:48.667,25,002,2,98
0.01:30:49.803,25,0,98
0.01:30:50.956,25,001,1,95
0.01:30:52.109,25,0,97
0.01:30:53.246,25,0,97
0.01:30:54.399,24,999,-1,100
0.01:30:55.536,25,001,1,98
0.01:30:56.689,25,003,3,98
0.01:30:57.841,24,998,-2,98
0.01:30:58.978,25,002,2,98
0.01:31:00.131,25,002,2,99
0.01:31:01.284,24,999,-1,100
0.01:31:02.421,25,003,3,102
0.01:31:03.574,25,003,3,104
0.01:31:04.727,25,001,1,98
0.01:31:05.863,25,0,102
0.01:31:07.016,24,996,-4,93
0.01:31:08.169,24,999,-1,100
0.01:31:09.306,24,998,-2,97
0.01:31:10.459,24,999,-1,96
0.01:31:11.612,24,999,-1,95
0.01:31:12.749,24,999,-1,93
0.01:31:13.901,24,999,-1,92
0.01:31:15.053,25,002,2,101
0.01:31:16.191,24,999,-1,96
0.01:31:17.344,24,998,-2,93
0.01:31:18.497,24,993,-7,93
0.01:31:19.634,25,0,95
0.01:31:20.787,25,0,93
0.01:31:21.938,25,002,2,94
0.01:31:23.076,25,001,1,99
0.01:31:24.228,24,999,-1,94
0.01:31:25.381,24,998,-2,90
0.01:31:26.518,25,001,1,99
0.01:31:27.672,25,001,1,93
0.01:31:28.824,24,999,-1,94
0.01:31:29.961,24,999,-1,89
0.01:31:31.113,24,999,-1,87
0.01:31:32.267,24,998,-2,93
0.01:31:33.403,24,997,-3,89
0.01:31:34.557,24,997,-3,89
0.01:31:35.709,25,0,91
0.01:31:36.846,25,0,87
0.01:31:37.998,25,0,89
0.01:31:39.151,25,001,1,91
0.01:31:40.288,24,999,-1,89
0.01:31:41.441,24,999,-1,93
0.01:31:42.594,24,998,-2,91
0.01:31:43.731,25,002,2,94
0.01:31:44.883,25,0,88
0.01:31:46.036,25,0,92
0.01:31:47.173,25,001,1,93
0.01:31:48.326,25,0,92
0.01:31:49.479,24,997,-3,86
0.01:31:50.616,25,001,1,91
0.01:31:51.769,24,999,-1,92
0.01:31:52.921,25,001,1,94
0.01:31:54.058,24,999,-1,91
0.01:31:55.211,25,002,2,93
0.01:31:56.364,25,002,2,94
0.01:31:57.501,25,002,2,94
0.01:31:58.654,25,003,3,93
0.01:31:59.807,25,001,1,96
0.01:32:00.943,25,001,1,92
0.01:32:02.096,24,995,-5,89
0.01:32:03.233,24,997,-3,89
0.01:32:04.386,24,993,-7,83
0.01:32:05.539,24,998,-2,82
0.01:32:06.676,24,999,-1,90
0.01:32:07.829,24,999,-1,87
0.01:32:08.981,25,002,2,90
0.01:32:10.118,25,0,90
0.01:32:11.271,25,0,91
0.01:32:12.424,24,998,-2,87
0.01:32:13.561,24,999,-1,88
0.01:32:14.714,24,999,-1,84
0.01:32:15.867,24,997,-3,87
0.01:32:17.003,24,999,-1,85
0.01:32:18.156,24,997,-3,87
0.01:32:19.309,24,997,-3,84
0.01:32:20.446,24,996,-4,80
0.01:32:21.599,24,996,-4,82
0.01:32:22.752,24,999,-1,84
0.01:32:23.889,25,001,1,87
0.01:32:25.041,25,0,85
0.01:32:26.194,25,002,2,89
0.01:32:27.331,25,0,88
0.01:32:28.484,25,001,1,88
0.01:32:29.637,25,0,87
0.01:32:30.774,25,0,86
0.01:32:31.927,24,993,-7,82
0.01:32:33.080,24,994,-6,79
0.01:32:34.216,25,0,84
0.01:32:35.369,24,999,-1,84
0.01:32:36.522,24,998,-2,82
0.01:32:37.659,25,0,77
0.01:32:38.812,24,998,-2,80
0.01:32:39.965,25,0,80
0.01:32:41.102,25,0,83
0.01:32:42.254,24,998,-2,79
0.01:32:43.407,24,998,-2,79
0.01:32:44.544,24,997,-3,76
0.01:32:45.697,24,992,-8,76
0.01:32:46.850,24,994,-6,71
0.01:32:47.987,24,997,-3,81
0.01:32:49.140,25,001,1,81
0.01:32:50.292,24,998,-2,79
0.01:32:51.429,24,994,-6,71
0.01:32:52.582,24,993,-7,73
0.01:32:53.734,24,995,-5,77
0.01:32:54.872,24,997,-3,74
0.01:32:56.025,24,999,-1,76
0.01:32:57.178,24,997,-3,70
0.01:32:58.314,24,994,-6,74
0.01:32:59.466,25,0,72
0.01:33:00.603,24,997,-3,70
0.01:33:01.757,24,999,-1,71
0.01:33:02.909,25,001,1,73
0.01:33:04.047,24,994,-6,65
0.01:33:05.199,24,998,-2,68
0.01:33:06.351,24,999,-1,70
0.01:33:07.488,25,001,1,71
0.01:33:08.641,25,001,1,73
0.01:33:09.794,25,005,5,78
0.01:33:10.931,25,004,4,74
0.01:33:12.084,25,001,1,71
0.01:33:13.237,25,001,1,74
0.01:33:14.373,25,003,3,74
0.01:33:15.526,25,001,1,67
0.01:33:16.679,25,002,2,74
0.01:33:17.816,24,999,-1,73
0.01:33:18.969,25,0,76
0.01:33:20.122,24,999,-1,72
0.01:33:21.259,25,0,74
0.01:33:22.411,25,001,1,79
0.01:33:23.564,25,0,68
0.01:33:24.701,24,999,-1,72
0.01:33:25.854,24,999,-1,72
0.01:33:27.007,24,999,-1,73
0.01:33:28.144,25,001,1,71
0.01:33:29.297,24,998,-2,74
0.01:33:30.449,24,999,-1,71
0.01:33:31.586,24,997,-3,70
0.01:33:32.739,24,999,-1,67
0.01:33:33.892,24,998,-2,68
0.01:33:35.029,24,998,-2,66
0.01:33:36.182,24,999,-1,70
0.01:33:37.319,24,997,-3,71
0.01:33:38.471,24,998,-2,69
0.01:33:39.624,25,002,2,70
0.01:33:40.761,24,996,-4,65
0.01:33:41.914,25,0,65
0.01:33:43.067,24,997,-3,64
0.01:33:44.204,24,997,-3,64
0.01:33:45.357,24,997,-3,65
0.01:33:46.493,24,997,-3,64
0.01:33:47.646,24,999,-1,65
0.01:33:48.799,25,0,64
0.01:33:49.936,24,997,-3,63
0.01:33:51.090,24,997,-3,56
0.01:33:52.242,24,997,-3,60
0.01:33:53.379,24,997,-3,60
0.01:33:54.531,24,998,-2,60
0.01:33:55.668,24,996,-4,61
0.01:33:56.821,25,0,63
0.01:33:57.974,24,998,-2,58
0.01:33:59.111,25,002,2,61
0.01:34:00.264,25,001,1,63
0.01:34:01.401,25,0,62
0.01:34:02.553,25,001,1,62
0.01:34:03.706,25,002,2,61
0.01:34:04.875,25,001,1,63
0.01:34:06.029,25,002,2,62
0.01:34:07.197,24,998,-2,59
0.01:34:08.350,25,0,63
0.01:34:09.487,24,996,-4,59
0.01:34:10.640,25,003,3,58
0.01:34:11.776,25,001,1,64
0.01:34:12.929,25,001,1,62
0.01:34:14.066,25,002,2,62
0.01:34:15.219,24,996,-4,58
0.01:34:16.356,24,998,-2,61
0.01:34:17.509,24,999,-1,57
0.01:34:18.646,24,999,-1,59
0.01:34:19.798,24,997,-3,57
0.01:34:20.934,25,0,54
0.01:34:22.088,24,999,-1,57
0.01:34:23.224,25,002,2,61
0.01:34:24.378,24,998,-2,60
0.01:34:25.515,24,999,-1,61
0.01:34:26.668,25,004,4,64
0.01:34:27.803,24,999,-1,65
0.01:34:28.957,25,003,3,64
0.01:34:30.094,25,003,3,64
0.01:34:31.246,25,003,3,65
0.01:34:32.383,25,001,1,63
0.01:34:33.537,25,003,3,65
0.01:34:34.673,25,003,3,67
0.01:34:35.809,25,002,2,67
0.01:34:36.962,25,002,2,64
0.01:34:38.099,25,003,3,65
0.01:34:39.252,24,999,-1,62
0.01:34:40.389,24,999,-1,64
0.01:34:41.542,25,001,1,63
0.01:34:42.679,25,0,64
0.01:34:43.816,25,0,64
0.01:34:44.968,25,001,1,65
0.01:34:46.105,25,0,66
0.01:34:47.258,25,0,64
0.01:34:48.396,24,999,-1,62
0.01:34:49.548,25,002,2,67
0.01:34:50.685,25,002,2,65
0.01:34:51.821,25,002,2,62
0.01:34:52.974,25,003,3,67
0.01:34:54.111,24,997,-3,68
0.01:34:55.264,25,0,66
0.01:34:56.401,25,0,66
0.01:34:57.538,24,999,-1,60
0.01:34:58.691,24,998,-2,60
0.01:34:59.827,25,0,60
0.01:35:00.980,24,999,-1,63
0.01:35:02.117,24,998,-2,58
0.01:35:03.254,24,999,-1,62
0.01:35:04.407,25,0,62
0.01:35:05.544,24,999,-1,58
0.01:35:06.697,24,997,-3,61
0.01:35:07.833,24,997,-3,60
0.01:35:08.970,24,996,-4,56
0.01:35:10.123,25,0,56
0.01:35:11.260,25,0,60
0.01:35:12.397,24,998,-2,61
0.01:35:13.550,25,003,3,58
0.01:35:14.687,24,998,-2,59
0.01:35:15.823,24,998,-2,55
0.01:35:16.976,24,997,-3,56
0.01:35:18.113,24,998,-2,56
0.01:35:19.250,24,997,-3,55
0.01:35:20.403,25,0,55
0.01:35:21.540,25,003,3,59
0.01:35:22.676,25,001,1,57
0.01:35:23.829,25,0,56
0.01:35:24.966,25,001,1,60
0.01:35:26.103,24,997,-3,57
0.01:35:27.240,25,002,2,59
0.01:35:28.393,24,998,-2,57
0.01:35:29.530,25,003,3,61
0.01:35:30.666,25,0,59
0.01:35:31.819,24,999,-1,53
0.01:35:32.956,24,997,-3,55
0.01:35:34.093,24,996,-4,54
0.01:35:35.246,24,996,-4,47
0.01:35:36.383,24,997,-3,54
0.01:35:37.520,24,999,-1,55
0.01:35:38.656,24,999,-1,51
0.01:35:39.809,24,998,-2,54
0.01:35:40.946,25,001,1,57
0.01:35:42.083,24,996,-4,52
0.01:35:43.236,24,995,-5,49
0.01:35:44.373,24,998,-2,48
0.01:35:45.510,25,001,1,53
0.01:35:46.646,24,998,-2,51
0.01:35:47.799,25,001,1,54
0.01:35:48.936,25,0,53
0.01:35:50.073,25,001,1,54
0.01:35:51.226,24,998,-2,53
0.01:35:52.395,25,001,1,56
0.01:35:53.532,25,0,55
0.01:35:54.668,25,003,3,57
0.01:35:55.821,24,998,-2,54
0.01:35:56.957,25,002,2,53
0.01:35:58.095,24,999,-1,49
0.01:35:59.232,24,996,-4,51
0.01:36:00.385,24,999,-1,52
0.01:36:01.521,24,996,-4,53
0.01:36:02.658,25,0,51
0.01:36:03.795,24,997,-3,47
0.01:36:04.948,25,0,49
0.01:36:06.084,24,999,-1,49
0.01:36:07.221,25,001,1,55
0.01:36:08.358,25,005,5,56
0.01:36:09.511,24,999,-1,55
0.01:36:10.647,24,999,-1,45
0.01:36:11.784,24,997,-3,52
0.01:36:12.921,24,995,-5,47
0.01:36:14.075,25,0,45
0.01:36:15.211,25,002,2,53
0.01:36:16.348,25,003,3,56
0.01:36:17.485,25,0,54
0.01:36:18.637,25,0,50
0.01:36:19.774,25,001,1,51
0.01:36:20.911,24,998,-2,44
0.01:36:22.048,25,001,1,51
0.01:36:23.201,24,995,-5,49
0.01:36:24.338,25,0,50
0.01:36:25.474,25,002,2,54
0.01:36:26.611,25,002,2,54
0.01:36:27.764,25,002,2,49
0.01:36:28.901,24,999,-1,50
0.01:36:30.038,24,999,-1,51
0.01:36:31.191,25,0,48
0.01:36:32.328,25,001,1,47
0.01:36:33.464,25,003,3,55
0.01:36:34.601,25,0,50
0.01:36:35.754,24,999,-1,52
0.01:36:36.891,25,002,2,54
0.01:36:38.028,25,0,55
0.01:36:39.165,24,998,-2,52
0.01:36:40.317,25,002,2,52
0.01:36:41.454,25,004,4,54
0.01:36:42.591,24,999,-1,47
0.01:36:43.728,25,0,43
0.01:36:44.881,24,998,-2,47
0.01:36:46.018,25,002,2,52
0.01:36:47.155,25,0,51
0.01:36:48.291,24,999,-1,50
0.01:36:49.444,25,004,4,54
0.01:36:50.581,24,997,-3,48
0.01:36:51.718,24,999,-1,49
0.01:36:52.855,25,001,1,50
0.01:36:54.008,24,999,-1,51
0.01:36:55.145,24,998,-2,46
0.01:36:56.281,24,999,-1,47
0.01:36:57.434,25,0,46
0.01:36:58.571,24,997,-3,42
0.01:36:59.708,24,995,-5,46
0.01:37:00.845,24,997,-3,42
0.01:37:01.998,24,998,-2,46
0.01:37:03.135,25,002,2,50
0.01:37:04.271,25,002,2,50
0.01:37:05.408,25,003,3,47
0.01:37:06.561,25,0,43
0.01:37:07.698,24,998,-2,44
0.01:37:08.835,25,002,2,46
0.01:37:09.972,25,003,3,53
0.01:37:11.125,25,003,3,55
0.01:37:12.261,25,001,1,55
0.01:37:13.398,25,003,3,51
0.01:37:14.535,25,002,2,50
0.01:37:15.688,25,002,2,54
0.01:37:16.825,24,999,-1,54
0.01:37:17.962,25,0,47
0.01:37:19.099,24,998,-2,49
0.01:37:20.251,24,998,-2,48
0.01:37:21.388,24,996,-4,49
0.01:37:22.525,24,998,-2,41
0.01:37:23.678,25,0,49
0.01:37:24.815,24,998,-2,40
0.01:37:25.952,24,997,-3,47
0.01:37:27.089,24,999,-1,46
0.01:37:28.241,25,002,2,47
0.01:37:29.378,25,001,1,47
0.01:37:30.514,24,999,-1,45
0.01:37:31.652,24,996,-4,44
0.01:37:32.805,24,998,-2,44
0.01:37:33.941,24,999,-1,47
0.01:37:35.079,24,998,-2,42
0.01:37:36.231,25,0,44
0.01:37:37.368,24,998,-2,46
0.01:37:38.505,25,001,1,47
0.01:37:39.642,24,999,-1,50
0.01:37:40.795,25,001,1,42
0.01:37:41.931,25,001,1,44
0.01:37:43.068,25,001,1,46
0.01:37:44.204,24,999,-1,48
0.01:37:45.358,25,002,2,45
0.01:37:46.494,25,0,45
0.01:37:47.631,24,996,-4,43
0.01:37:48.784,25,005,5,47
0.01:37:49.921,25,003,3,48
0.01:37:51.058,25,004,4,52
0.01:37:52.194,25,002,2,51
0.01:37:53.347,25,001,1,48
0.01:37:54.484,24,998,-2,44
0.01:37:55.621,25,0,42
0.01:37:56.758,24,999,-1,44
0.01:37:57.911,25,0,42
0.01:37:59.048,25,001,1,47
0.01:38:00.184,25,0,45
0.01:38:01.337,24,998,-2,47
0.01:38:02.474,24,998,-2,40
0.01:38:03.611,24,997,-3,42
0.01:38:04.748,24,998,-2,39
0.01:38:05.901,24,995,-5,36
0.01:38:07.038,24,998,-2,41
0.01:38:08.175,24,994,-6,42
0.01:38:09.311,24,996,-4,40
0.01:38:10.464,24,998,-2,37
0.01:38:11.601,24,994,-6,36
0.01:38:12.738,25,002,2,42
0.01:38:13.891,24,999,-1,39
0.01:38:15.028,25,0,38
0.01:38:16.165,25,003,3,35
0.01:38:17.301,24,999,-1,38
0.01:38:18.454,24,998,-2,39
0.01:38:19.591,25,001,1,46
0.01:38:20.728,24,999,-1,34
0.01:38:21.865,25,001,1,40
0.01:38:23.018,25,001,1,40
0.01:38:24.154,25,002,2,41
0.01:38:25.291,25,002,2,45
0.01:38:26.444,24,999,-1,41
0.01:38:27.581,25,0,41
0.01:38:28.718,24,999,-1,36
0.01:38:29.855,25,0,36
0.01:38:31.008,24,998,-2,34
0.01:38:32.145,24,999,-1,43
0.01:38:33.281,24,997,-3,35
0.01:38:34.418,24,998,-2,36
0.01:38:35.571,25,0,38
0.01:38:36.708,25,001,1,39
0.01:38:37.845,25,002,2,41
0.01:38:38.998,24,999,-1,42
0.01:38:40.135,25,001,1,41
0.01:38:41.271,25,001,1,37
0.01:38:42.408,25,001,1,42
0.01:38:43.561,25,0,41
0.01:38:44.698,25,0,39
0.01:38:45.835,25,0,38
0.01:38:46.972,25,001,1,40
0.01:38:48.125,25,001,1,41
0.01:38:49.261,25,003,3,37
0.01:38:50.398,25,0,37
0.01:38:51.535,24,999,-1,35
0.01:38:52.688,25,003,3,44
0.01:38:53.825,25,0,38
0.01:38:54.962,25,002,2,42
0.01:38:56.114,25,0,39
0.01:38:57.251,25,001,1,42
0.01:38:58.388,25,0,32
0.01:38:59.525,24,998,-2,36
0.01:39:00.678,24,999,-1,32
0.01:39:01.815,24,999,-1,38
0.01:39:02.951,25,003,3,41
0.01:39:04.088,25,001,1,41
0.01:39:05.241,25,002,2,43
0.01:39:06.378,25,001,1,40
0.01:39:07.515,25,001,1,39
0.01:39:08.652,25,0,40
0.01:39:09.804,25,0,40
0.01:39:10.941,25,001,1,38
0.01:39:12.077,25,001,1,43
0.01:39:13.231,24,995,-5,36
0.01:39:14.368,25,0,39
0.01:39:15.505,24,999,-1,36
0.01:39:16.641,24,996,-4,33
0.01:39:17.795,25,001,1,38
0.01:39:18.932,24,996,-4,35
0.01:39:20.068,24,999,-1,36
0.01:39:21.204,25,001,1,40
0.01:39:22.357,24,996,-4,31
0.01:39:23.494,24,996,-4,31
0.01:39:24.631,24,995,-5,32
0.01:39:25.784,24,995,-5,35
0.01:39:26.921,25,0,31
0.01:39:28.057,25,001,1,31
0.01:39:29.194,25,005,5,35
0.01:39:30.347,24,998,-2,34
0.01:39:31.484,24,999,-1,41
0.01:39:32.621,25,0,37
0.01:39:33.758,24,999,-1,36
0.01:39:34.911,25,0,34
0.01:39:36.047,24,999,-1,30
0.01:39:37.184,25,0,35
0.01:39:38.337,24,999,-1,35
0.01:39:39.474,24,999,-1,33
0.01:39:40.611,24,996,-4,32
0.01:39:41.748,24,998,-2,28
0.01:39:42.901,24,998,-2,31
0.01:39:44.037,25,0,32
0.01:39:45.174,24,997,-3,33
0.01:39:46.328,25,001,1,36
0.01:39:47.464,25,003,3,40
0.01:39:48.601,25,002,2,36
0.01:39:49.738,24,998,-2,34
0.01:39:50.891,24,999,-1,32
0.01:39:52.027,25,002,2,33
0.01:39:53.164,25,002,2,37
0.01:39:54.301,25,0,33
0.01:39:55.454,24,997,-3,28
0.01:39:56.591,25,0,33
0.01:39:57.728,25,003,3,35
0.01:39:58.865,25,001,1,34
0.01:40:00.017,24,996,-4,31
0.01:40:01.154,25,0,35
0.01:40:02.291,24,995,-5,28
0.01:40:03.444,24,999,-1,29
